Exp.N,Hour,Treat,red.per
5,64,ETO 50uM,0.039215316
5,66,ETO 50uM,0.042079551
5,68,ETO 50uM,0.043981011
5,70,ETO 50uM,0.042780525
5,72,ETO 50uM,0.047581629
5,74,ETO 50uM,0.051166875
5,76,ETO 50uM,0.054532746
5,78,ETO 50uM,0.058108165
5,80,ETO 50uM,0.061196107
5,82,ETO 50uM,0.067117279
5,84,ETO 50uM,0.073249219
5,86,ETO 50uM,0.076640625
5,88,ETO 50uM,0.088307329
5,90,ETO 50uM,0.094973795
5,0,ETO 75uM,0.013425469
5,2,ETO 75uM,0.018014246
5,4,ETO 75uM,0.020655816
5,6,ETO 75uM,0.021580355
5,8,ETO 75uM,0.024100582
5,10,ETO 75uM,0.024907502
5,12,ETO 75uM,0.025784999
5,14,ETO 75uM,0.030556795
5,16,ETO 75uM,0.030783438
5,18,ETO 75uM,0.032032795
5,20,ETO 75uM,0.033572602
5,22,ETO 75uM,0.036104915
5,24,ETO 75uM,0.037650398
5,26,ETO 75uM,0.039233714
5,28,ETO 75uM,0.04133227
5,30,ETO 75uM,0.042220266
5,32,ETO 75uM,0.045116868
5,34,ETO 75uM,0.046898333
5,36,ETO 75uM,0.048927683
5,38,ETO 75uM,0.050194681
5,40,ETO 75uM,0.051480444
5,42,ETO 75uM,0.051975729
5,44,ETO 75uM,0.05453392
5,46,ETO 75uM,0.056850497
5,48,ETO 75uM,0.060136351
5,50,ETO 75uM,0.065440799
5,52,ETO 75uM,0.071446595
5,54,ETO 75uM,0.078027821
5,56,ETO 75uM,0.08445571
5,58,ETO 75uM,0.091439978
5,60,ETO 75uM,0.10026532
5,62,ETO 75uM,0.108110916
5,64,ETO 75uM,0.118920984
5,66,ETO 75uM,0.13115204
5,68,ETO 75uM,0.143383064
5,70,ETO 75uM,0.155209172
5,72,ETO 75uM,0.164291456
5,74,ETO 75uM,0.184642699
5,76,ETO 75uM,0.200003674
5,78,ETO 75uM,0.21675995
5,80,ETO 75uM,0.227464056
5,82,ETO 75uM,0.241572354
5,84,ETO 75uM,0.254115447
5,86,ETO 75uM,0.264715572
5,88,ETO 75uM,0.271042364
5,90,ETO 75uM,0.279720546
5,0,ETO 100uM,0.014931379
5,2,ETO 100uM,0.019959708
5,4,ETO 100uM,0.029209224
5,6,ETO 100uM,0.029641652
5,8,ETO 100uM,0.036625165
5,10,ETO 100uM,0.040522734
5,12,ETO 100uM,0.044030052
5,14,ETO 100uM,0.050955415
5,16,ETO 100uM,0.055146128
5,18,ETO 100uM,0.062183686
5,20,ETO 100uM,0.06935769
5,22,ETO 100uM,0.073653702
5,24,ETO 100uM,0.078272364
5,26,ETO 100uM,0.080173501
5,28,ETO 100uM,0.082473387
5,30,ETO 100uM,0.084906212
5,32,ETO 100uM,0.087279475
5,34,ETO 100uM,0.086495749
5,36,ETO 100uM,0.089413831
5,38,ETO 100uM,0.089216926
5,40,ETO 100uM,0.095979097
5,42,ETO 100uM,0.093214235
5,44,ETO 100uM,0.098244868
5,46,ETO 100uM,0.101693291
5,48,ETO 100uM,0.104670143
5,50,ETO 100uM,0.108967124
5,52,ETO 100uM,0.115162807
5,54,ETO 100uM,0.122119077
5,56,ETO 100uM,0.126672905
5,58,ETO 100uM,0.144128395
5,60,ETO 100uM,0.149648483
5,62,ETO 100uM,0.160746039
5,64,ETO 100uM,0.174063243
5,66,ETO 100uM,0.190606727
5,68,ETO 100uM,0.210000761
5,70,ETO 100uM,0.224645107
5,72,ETO 100uM,0.241169625
5,74,ETO 100uM,0.264303411
5,76,ETO 100uM,0.276960884
5,78,ETO 100uM,0.295491292
5,80,ETO 100uM,0.30777667
5,82,ETO 100uM,0.322335696
5,84,ETO 100uM,0.340762835
5,86,ETO 100uM,0.353586778
5,88,ETO 100uM,0.355727157
5,90,ETO 100uM,0.370013366
